[ INFO ]2020-08-23 00:03:43.043 method: com.api.cases.BaseCase.init(BaseCase.java:29)-----  ===============================init======================================
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:19 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":0,"msg":"OK","data":{"id":2105497,"leave_amount":4000.0,"mobile_phone":"13355555555","reg_name":"小柠檬","reg_time":"2020-08-23 09:59:10.0","type":1,"token_info":{"token_type":"Bearer","expires_in":"2020-08-23 12:19:19","token":"eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIxMDU0OTcsImV4cCI6MTU5ODE1NjM1OX0.8TFe5Q1ffbGTD6iTqfzQwpQq5Ce6L-9HHefSxktVh94qOZ06OeHP7Uy-jxs4mUKEDZ4vJacTZ_zWl_kswxybMg"}},"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:20 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":1007,"msg":"无权限访问，请检查参数","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:20 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":2,"msg":"余额必须大于0并且小于或者等于500000","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:20 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":2,"msg":"余额必须大于0并且小于或者等于500000","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:20 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":2,"msg":"余额必须为数值型","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:20.020 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:21 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:20.020 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:20.020 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":0,"msg":"OK","data":{"id":2105497,"leave_amount":5000.0,"mobile_phone":"13355555555","reg_name":"小柠檬","reg_time":"2020-08-23 09:59:10.0","type":1},"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:20.020 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:21 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":1004,"msg":"JSON parse error: Unexpected character ('ï' (code 239)): was expecting comma to separate Object entries; nested exception is com.fasterxml.jackson.core.JsonParseException: Unexpected character ('ï' (code 239)): was expecting comma to separate Object entries\n at [Source: (PushbackInputStream); line: 1, column: 66]","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:22 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":0,"msg":"OK","data":{"id":2105267,"leave_amount":8000.0,"mobile_phone":"13322222222","reg_name":"小柠檬","reg_time":"2020-08-22 23:47:00.0","type":0,"token_info":{"token_type":"Bearer","expires_in":"2020-08-23 12:19:22","token":"eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIxMDUyNjcsImV4cCI6MTU5ODE1NjM2Mn0.ePEO_W5Q5wUcIc1dGwY6hq5p1BdflHqvMDozyG5omTFiCC-QxzvL55aQq-ps_Nv1ebbZXewF2pe7l_FhpH-cZg"}},"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:22 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":1004,"msg":"JSON parse error: Unrecognized token '$': was expecting ('true', 'false' or 'null'); nested exception is com.fasterxml.jackson.core.JsonParseException: Unrecognized token '$': was expecting ('true', 'false' or 'null')\n at [Source: (PushbackInputStream); line: 1, column: 14]","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:22 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":1004,"msg":"JSON parse error: Unrecognized token '$': was expecting ('true', 'false' or 'null'); nested exception is com.fasterxml.jackson.core.JsonParseException: Unrecognized token '$': was expecting ('true', 'false' or 'null')\n at [Source: (PushbackInputStream); line: 1, column: 36]","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:21.021 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:21.021 method: com.api.cases.BaseCase.finish(BaseCase.java:50)-----  ===============================finish======================================
